Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-11-09 15:43:55+00:00,8863,SK,,Cash,17895.0,5.0,894.75,,,G 1,Garden Table,"BURNT GARLIC NOODLES (VEG),Blue Sea,Ceasar Salad,Chilly Crispy Patato,Dum Pukht Biryani (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,FUTCHI RICE (VEG),Fruit Punch,Ginger Bliss,Hara Bhara Kabab,Lemon Coriander (VEG),Manchow Soup (VEG),PANEER CHILLY DRY,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Shirely Temple,Virgin Mojito",
Detail,2024-03-25 22:43:21+00:00,17607,TD,,Cash,3040.0,5.0,152.0,,,2,Dine in,"Exotic Hot Pot Vegtable,Ginger Bliss,HAKKA NOODLES (VEG),Sour & Pepper Soup (VEG),Virgin Mojito",
Detail,2023-08-02 22:17:55+00:00,2798,Multiple,,Cash,3655.0,5.0,182.75,,,3,Dine in,"Butter Naan,Butter Roti,FRESH LIME SODA,Ginger Bliss,KUNG PAO TOFU,Manchow Soup (VEG),Papad Masala,Subzi Lahori,VEG MANCHURIAN DRY",
Detail,2023-08-05 23:38:43+00:00,3012,SM,,Cash,3780.0,5.0,189.0,,,1,Dine in,"Chicken Hunan,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Patra Chicken),FRESH LIME WATER,Ginger Bliss,SHANGHAI RICE (CHICKEN)",
Detail,2023-08-17 20:44:01+00:00,3819,SK,,Cash,2250.0,5.0,112.5,,,21,Dine in,"Basmati Rice,Dal Tadka,Ginger Bliss,Paneer Khurchan,Roti",
Detail,2023-08-17 22:23:31+00:00,3833,SK,,Cash,3895.0,5.0,194.75,,,21,Dine in,"BROWNIE SUNDAE,BURNT GARLIC RICE (VEG),BUTTER GARLIC ROTI,Chicken Kebabs (Murg Chatpata),GARLIC ROTI,Ginger Bliss,Shirely Temple,Subzi Lahori",
Detail,2023-10-25 23:23:47+00:00,7986,MK,,Cash,6740.0,5.0,337.0,,,G 4,Garden Table,"Amritsari Dal,BUTTER PUDINA PARATHA,Dim Sum (VEG),FUTCHI RICE (VEG),Ginger Bliss,PANEER MAKHANWALA,PUDINA PARATHA,Phalguni Sabzi,Roomali Roti,Roti,Virgin Mojito",
Detail,2023-08-21 22:38:41+00:00,4120,Multiple,,Cash,6735.0,5.0,336.75,,,30,Dine in,"BURNT GARLIC NOODLES (VEG),Butter Kulcha,Butter Roti,Dim Sum (VEG),Ginger Bliss,Manchow Soup (VEG),Paneer Peri Peri Tikka,Papad Masala,Raita,Reshmi Paneer,Roti,Subzi Lahori,Virgin Mojito,Wonton & Noodle Soup (VEG)",
Detail,2023-08-20 00:32:56+00:00,3982,SK,,Cash,4415.0,5.0,220.75,,,15,Dine in,"Avadhi Chicken,BUTTER GARLIC NAAN,Manchow Soup (CHICKEN),Mutton Kebabs (Gilafi Sheekh),Tandoori Chicken (FULL)",
Detail,2023-09-15 15:15:52+00:00,5556,SM,,Cash,7150.0,5.0,357.5,,,12,Dine in,"BUTTER GARLIC NAAN,CREAM CARAMEL,Ceasar Salad,Cheese & Garlic Naan,Crispy Spinach Chicken,DIET COKE,Kung Pao Chicken,Murg Makhanwala,Prawns  REG,Roti,Tandoori Chicken (FULL),Tandoori Chicken (HALF)",
Detail,2023-07-12 23:14:39+00:00,1582,MK,,Cash,1565.0,5.0,78.25,,,5,Dine in,"Juices Natural,Tandoori Chicken (FULL)",
Detail,2023-08-11 22:55:15+00:00,3418,Multiple,,Cash,2330.0,5.0,116.5,,,21,Dine in,"BUTTER GARLIC NAAN,DIET COKE,Dum Pukht Biryani (CHICKEN),Tandoori Chicken (FULL)",
Detail,2023-07-09 00:35:39+00:00,1367,Multiple,,Cash,2220.0,5.0,111.0,,,3,Dine in,"Butter Kulcha,Chicken Kebabs (Chicken Reshmi),Murg Makhanwala,Neer Dosa(4pc),Roti,SEVEN UP",
Detail,2023-07-08 20:49:33+00:00,1325,TD,,Cash,3615.0,5.0,180.75,,,2,Dine in,"Butter Roomali Roti,Butter Roti,Dal Tadka,Hara Bhara Kabab,Jeera Rice,KESAR PISTA KULFI,Phalguni Sabzi,Roti,TOMATO SOUP",
Detail,2023-07-09 23:41:42+00:00,1457,SM,,Cash,1050.0,5.0,52.5,,,22,Dine in,"Murg Makhanwala,Roti",
Detail,2023-07-01 23:52:06+00:00,995,Multiple,,Cash,4940.0,5.0,247.0,,,16,Dine in,"Bhara Hua Aloo,Butter Roti,HOT POT RICE (VEG),Manchow Soup (VEG),PANEER CHILLY DRY,Paneer Lawabdar,Phalguni Sabzi,Roti,Sour & Pepper Soup (VEG)",
Detail,2023-07-04 14:03:58+00:00,1128,SM,,Cash,1975.0,5.0,98.75,,,2,Dine in,"Butter Roti,DIET COKE,Dal Tadka,FRESH LIME SODA,Methi Paneer,Roti",
Detail,2023-07-03 00:13:25+00:00,1084,TD,,Cash,1100.0,5.0,55.0,,,22,Dine in,"Butter Paratha,Paneer Khurchan,Roti",
Detail,2023-07-07 20:43:01+00:00,1265,Multiple,,Cash,1425.0,5.0,71.25,,,21,Dine in,"Butter Roti,Diwani Handi,Lemon Coriander (VEG),Roti",
Detail,2023-07-06 22:42:22+00:00,1232,Multiple,,Cash,3175.0,5.0,158.75,,,2,Dine in,"BUTTER GARLIC NAAN,Butter Roomali Roti,Chilly Basil Mushroom,Manchow Soup (VEG),Paneer Ke Shikanje,Phalguni Sabzi,Roti",
Detail,2023-07-11 22:11:36+00:00,1521,TD,,Cash,3165.0,5.0,158.25,,,14,Dine in,"Butter Roomali Roti,Butter Roti,Chicken Kebabs (Chicken Angare),FUTCHI RICE (VEG),Murg Makhanwala,Roti,THUMPS UP",
Detail,2023-07-16 23:11:23+00:00,1888,UU,,Cash,4585.0,5.0,229.25,,,G 5,Garden Table,"CREAM CARAMEL,Chilli Chicken,FORTUNE RICE (VEG),KULFI RABDI FALOODA,MALAI KULFI,Mushroom Galauti,Phalguni Sabzi,Roti,Sour & Pepper Soup (VEG)",
Detail,2023-07-13 23:16:57+00:00,1635,Multiple,,Cash,1865.0,5.0,93.25,,,22,Dine in,"Butter Roti,Murg Makhanwala,Roti,Subzi Kurkure Kebab",
Detail,2023-08-25 22:53:16+00:00,4330,Multiple,,Cash,3865.0,5.0,193.25,,,3,Dine in,"BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Chilly Crispy Patato,Diwani Handi,Lemon Fizz,Paneer Ke Shikanje,Stuffed Kulcha,TOMATO SOUP",
Detail,2023-09-13 23:00:00+00:00,5490,MK,,Cash,2255.0,5.0,112.75,,,G 5,Garden Table,"Basmati Rice,MUTTON ROGAN JOSH,Mutton Kebabs (Gilafi Sheekh),Roti",
Detail,2023-08-03 23:27:59+00:00,2856,SM,,Cash,780.0,5.0,39.0,,,6,Dine in,"Dal Tadka,Roti",
Detail,2023-09-24 21:48:39+00:00,6081,MK,,Cash,2575.0,5.0,128.75,,,5,Dine in,"Lemon Coriander (VEG),Paneer Ke Shikanje,Phalguni Sabzi,Roti,Veg Sweet Corn Soup",
Detail,2023-08-15 00:48:16+00:00,3655,TD,,Cash,1050.0,5.0,52.5,,,5,Dine in,"Roti,Subzi Kofta Masala",
Detail,2023-08-09 21:06:03+00:00,3273,SK,,Cash,2825.0,5.0,141.25,,,21,Dine in,"Bhindi Mirch Masala,Dal Tadka,Murg Makhanwala,Roti,THUMPS UP",
Detail,2023-09-09 23:51:25+00:00,5256,MK,,Cash,4635.0,5.0,231.75,,,G 3,Garden Table,"Amritsari Dal,Butter Naan,Crispy Corn,DAL KHICHDI,Dragon Roll (VEG),Manchow Soup (VEG),PALAK PANEER,Roti,Veg Sweet Corn Soup",
Detail,2023-08-04 15:26:46+00:00,2876,MK,,Cash,2650.0,5.0,132.5,,,2,Dine in,"DIET COKE,Dal Tadka,Dum Pukht Biryani (VEG),Phalguni Sabzi,Roti",
Detail,2023-08-09 13:10:30+00:00,3250,MK,,Cash,1050.0,5.0,52.5,,,16,Dine in,"Murg Tikka Nawabi,Roti",
Detail,2023-10-01 23:44:59+00:00,6490,SM,,Cash,3250.0,5.0,162.5,,,G 1,Garden Table,"CLEAR SOUP (CHICKEN),CLEAR SOUP (VEG),Dal Tadka,Phalguni Sabzi,Plain Curd,Roti",
Detail,2023-10-30 23:51:57+00:00,8315,MK,,Cash,5115.0,5.0,255.75,,,4,Dine in,"Butter Paratha,Butter Roti,CARAMEL CUSTARD(EGG LESS),CREAM CARAMEL,Juices Fresh,Kalonji Ka Baigan,MASALA CHAAS,Paneer Tikka Masala,Pepper Blast Paneer,Roti,Spicy Chilly Garlic Chicken",
Detail,2023-12-06 14:26:24+00:00,10686,SK,,Cash,2295.0,5.0,114.75,,,2,Dine in,"Malai Kofta,Manchow Soup (VEG),Roti,VEG MANCHURIAN DRY",
Detail,2023-09-05 23:35:34+00:00,5021,SM,,Cash,3675.0,5.0,183.75,,,3,Dine in,"Avadhi Chicken,Dim Sum (Crabmeat),Funci Tongi Soup (CHICKEN),Rawas (Tawa Fry),Roti",
Detail,2023-08-15 15:35:54+00:00,3680,TD,,Cash,2130.0,5.0,106.5,,,22,Dine in,"FRESH LIME SODA,Paneer Ke Shikanje,Peshawari Kofta,Roti",
Detail,2023-10-02 15:13:37+00:00,6510,MK,,Cash,2735.0,5.0,136.75,,,6,Dine in,"Amritsari Dal,Chilly Crispy Patato,Manchow Soup (VEG),Paneer Lawabdar,Roti",
Detail,2024-01-05 20:33:49+00:00,12657,MK,,Cash,1660.0,5.0,83.0,,,22,Dine in,"Dal Tadka,Phalguni Sabzi,Roti",
Detail,2023-08-13 14:42:05+00:00,3537,MK,,Cash,2420.0,5.0,121.0,,,3,Dine in,"Burnt Garlic Soup (VEG),Dehati Lamb,Paneer Lawabdar,Roomali Roti,Roti",
Detail,2023-08-15 14:12:41+00:00,3666,SK,,Cash,2845.0,5.0,142.25,,,16,Dine in,"Amritsari Dal,Bhara Hua Aloo,Butter Paratha,FRESH LIME SODA,Paneer Lawabdar,Papad Masala,Roomali Roti,Roti",
Detail,2023-07-18 23:03:40+00:00,1972,SM,,Cash,2555.0,5.0,127.75,,,9,Dine in,"Dal Tadka,Lemon Ice Tea,Pepper Blast Paneer,Roti,Subzi Kurkure Kebab",
Detail,2024-01-05 15:15:16+00:00,12650,MK,,Cash,1760.0,5.0,88.0,,,4,Dine in,"Diwani Handi,Roti,Subzi Kurkure Kebab",
Detail,2024-01-28 00:00:08+00:00,14119,SK,,Cash,3480.0,5.0,174.0,,,9,Dine in,"BUTTER GARLIC NAAN,Butter Naan,Dal Tadka,Dum Pukht Biryani (VEG),Paneer Peri Peri Tikka,Roti,Subzi Lahori",
Detail,2023-07-20 21:17:28+00:00,2060,TB,,Cash,2695.0,5.0,134.75,,,4,Dine in,"Amritsari Dal,Butter Naan,CLEAR SOUP (VEG),Dim Sum (VEG),KULFI RABDI FALOODA,Manchow Soup (VEG),Roti",
Detail,2023-08-29 21:48:36+00:00,4578,TD,,Cash,5070.0,5.0,253.5,,,16,Dine in,"Amritsari Dal,Butter Naan,Diwani Handi,FRESH LIME SODA,FRIED RICE (VEG),HAKKA NOODLES (VEG),Manchow Soup (VEG),PANEER CHILLY DRY,Roti",
Detail,2023-08-12 22:09:34+00:00,3491,TD,,Cash,2715.0,5.0,135.75,,,5,Dine in,"Dal Tadka,Green Salad,Jeera Rice,Kalonji Ka Baigan,Raita,Roti",
Detail,2023-10-15 15:56:46+00:00,7332,Multiple,,Cash,6885.0,5.0,344.25,,,20,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Paratha,Cheese & Garlic Naan,Chilly Crispy Patato,Crispy Corn,MASALA CHAAS,Paneer Lawabdar,Paneer Tikka Masala,Peach Iced Tea,Roti,Subzi Ka Mela",
Detail,2024-02-20 21:41:49+00:00,15595,SM,,Cash,3165.0,5.0,158.25,,,2,Dine in,"BUTTER GARLIC NAAN,KESAR PISTA KULFI,Multani Murgh,Roomali Roti,Roti,Spicy Chilly Garlic Chicken,Stir Fried Chicken Chilly & Basil",
Detail,2023-08-24 21:54:26+00:00,4258,SM,,Cash,3065.0,5.0,153.25,,,15,Dine in,"Butter Kulcha,Butter Roti,Paneer Khurchan,Phalguni Sabzi,Roti,THUMPS UP",
Detail,2023-08-06 14:14:31+00:00,3043,TD,,Cash,1070.0,5.0,53.5,,,22,Dine in,"Dal Tadka,Green Salad,Roti",
Detail,2024-02-14 15:15:38+00:00,15152,MK,,Cash,1575.0,5.0,78.75,,,3,Dine in,"Dal Tadka,Paneer Lawabdar,Roti",
Detail,2023-08-03 23:06:37+00:00,2852,TD,,Cash,5040.0,5.0,252.0,,,2,Dine in,"Butter Kulcha,Crispy Corn,Dal Tadka,Ginger Ale,Roti,SZECHWAN FRIED RICE (VEG),Subzi Lahori,VEG MANCHURIAN DRY,Virgin Mojito",
Detail,2023-09-11 22:25:14+00:00,5396,MK,,Cash,4690.0,5.0,234.5,,,1,Dine in,"Dim Sum (VEG),Multani Mutton,Prawns (100 GMS),Roti,Stir Fried Chicken Chilly & Basil,Vegetable Gassi",
Detail,2023-09-06 21:46:32+00:00,5054,MK,,Cash,1875.0,5.0,93.75,,,22,Dine in,"Basmati Rice,MALAI KULFI,Phalguni Sabzi,ROASTED PAPAD,Roti",
Detail,2023-08-02 23:49:25+00:00,2811,Multiple,,Cash,7875.0,5.0,393.75,,,20,Dine in,"Amritsari Dal,Chicken Kebabs (Chicken Angare),DAL KHICHDI,Diwani Handi,FRESH LIME SODA,Ginger Ale,MALAI KULFI,Manchow Soup (CHICKEN),Maratha Chicken,Paneer Ke Shikanje,Roti,SINGLE TALL CAKE SUNDAE,THUMPS UP,Tom Yum Soup (VEG)",
Detail,2023-09-09 21:36:39+00:00,5222,SK,,Cash,1415.0,5.0,70.75,,,6,Dine in,"Dum Paneer Kalamiri,Roti,Tom Yum Soup (VEG)",
Detail,2023-10-14 22:54:11+00:00,7293,SK,,Cash,7935.0,5.0,396.75,,,30,Dine in,"BURNT GARLIC RICE (CHICKEN),BURNT GARLIC RICE (VEG),Chicken Kebabs (Chicken Malai),Chilli Chicken,Crispy Corn,Exotic Hot Pot Vegtable,Funci Tongi Soup (CHICKEN),Kung Pao Patato,Manchow Soup (CHICKEN),Pepper Blast Paneer,Roti,THUMPS UP,Talumein Soup (VEG)",
Detail,2023-08-29 14:02:28+00:00,4565,SM,,Cash,1925.0,5.0,96.25,,,12,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,FRESH LIME SODA,Murg Tikka Nawabi,Roti",
Detail,2023-09-27 20:42:13+00:00,6208,SK,,Cash,1600.0,5.0,80.0,,,5,Dine in,"Kumbh Makai Palak,Lemon Coriander (VEG),Roti,SEVEN UP",
Detail,2023-09-10 21:39:57+00:00,5335,TD,,Cash,2735.0,5.0,136.75,,,10,Dine in,"Burnt Garlic Soup (VEG),Butter Roti,Crispy Spinach Paneer,Dum Aloo Amritsari,Roomali Roti,Roti,Sweet Corn Soup (VEG)",
Detail,2023-08-10 00:27:06+00:00,3311,TD,,Cash,1120.0,5.0,56.0,,,6,Dine in,"ALOO JEERA,ROASTED PAPAD,Roti",
Detail,2023-07-29 00:37:11+00:00,2504,SK,,Cash,1155.0,5.0,57.75,,,21,Dine in,"Butter Roti,Dhabe Da Murg,Roti",
Detail,2023-10-24 23:30:03+00:00,7930,SK,,Cash,2881.0,5.0,144.05,,,3,Dine in,"BUTTER PUDINA PARATHA,Butter Paratha,Dal Tadka,Diwani Handi,Roti,Sweet Corn Soup (VEG),Tom Kha (VEG)",
Detail,2023-09-11 21:39:44+00:00,5390,MK,,Cash,3810.0,5.0,190.5,,,15,Dine in,"Bhara Hua Aloo,Butter Roti,Manchow Soup (VEG),Roti,Subzi Lahori,TANDOORI BROCCOLI,VEG MANCHURIAN DRY",
Detail,2023-09-13 22:43:50+00:00,5487,TD,,Cash,2310.0,5.0,115.5,,,6,Dine in,"Crispy Spinach Chicken,Roti,Sweet Corn Soup (VEG),THUMPS UP,Zafrani Chicken",
Detail,2024-03-16 21:01:03+00:00,17047,MK,,Cash,4025.0,5.0,201.25,,,3,Dine in,"Butter Roti,Diwani Handi,Manchow Soup (VEG),PANEER CHILLY DRY,Roti,THUMPS UP,Teriyaki Veg,Veg Sweet Corn Soup",
Detail,2023-08-02 00:39:30+00:00,2761,SM,,Cash,4970.0,5.0,248.5,,,20,Dine in,"Amritsari Dal,Green Salad,Murg Makhanwala,Mutton Kebabs (Boti E Gulshan),Roti,Talumein Soup (CHICKEN)",
Detail,2023-09-16 23:26:54+00:00,5667,MK,,Cash,2730.0,5.0,136.5,,,4,Dine in,"Dum Aloo Amritsari,Dum Paneer Kalamiri,Paneer Ke Shikanje,Papad Masala,Roti",
Detail,2023-09-26 22:48:39+00:00,6174,Multiple,,Cash,4820.0,5.0,241.0,,,G 5,Garden Table,"Butter Naan,Diwani Handi,Hyderabadi Biryani (CHICKEN),Kung Pao Chicken,Pepper Blast Paneer,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,Subzi Kurkure Kebab,Virgin Mojito",
Detail,2023-08-25 20:26:17+00:00,4308,SK,,Cash,2115.0,5.0,105.75,,,16,Dine in,"Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,Paneer Lawabdar,Roti",
Detail,2023-09-17 22:54:50+00:00,5768,TB,,Cash,8025.0,5.0,401.25,,,30,Dine in,"BUTTER GARLIC NAAN,Butter Paratha,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Chicken Sheekh),Chicken Kebabs (Patra Chicken),FRESH LIME SODA,Lemon Coriander (CHICKEN),Manchow Soup (CHICKEN),Multani Murgh,Murg Makhanwala,Mutton Kebabs (Gilafi Sheekh),Roti",
Detail,2023-09-10 23:01:57+00:00,5354,SM,,Cash,2835.0,5.0,141.75,,,16,Dine in,"Chicken Kebabs (Chicken Angare),Clams In Sukha Mangalorian Masala,Dal Tadka,FRESH LIME WATER,Roti,Tom Yum Soup (CHICKEN)",
Detail,2023-09-04 22:45:12+00:00,4968,TD,,Cash,4415.0,5.0,220.75,,,15,Dine in,"FUTCHI RICE (VEG),Manchow Soup (VEG),Mushroom Galauti,Paneer Ke Shikanje,Phalguni Sabzi,Roti,Sweet Corn Soup (VEG)",
Detail,2023-09-02 00:30:46+00:00,4778,MK,,Cash,2900.0,5.0,145.0,,,4,Dine in,"Dal Tadka,Green Salad,Roti,Tandoori Chicken (HALF)",
Detail,2023-07-24 22:11:39+00:00,2324,SM,,Cash,725.0,5.0,36.25,,,22,Dine in,"Butter Roti,Roti,Sweet Corn Soup (VEG)",
Detail,2023-08-07 00:58:10+00:00,3143,Multiple,,Cash,1790.0,5.0,89.5,,,4,Dine in,"BUTTER GARLIC NAAN,Butter Paratha,Dal Tadka,PANEER MAKHANWALA,Roti",
Detail,2023-08-13 14:58:34+00:00,3543,MK,,Cash,1390.0,5.0,69.5,,,7,Dine in,"Dal Palak Ghost,Roti,Veg Sweet Corn Soup",
Detail,2023-08-30 00:10:57+00:00,4605,TD,,Cash,8110.0,5.0,405.5,,,PDR 6,Personal Dine In Room,"Basmati Rice,CREAM CARAMEL,Chicken Hunan,Chicken Pepper Chilly Garlic,FRESH LIME SODA,FRIED RICE (CHICKEN),Manchow Soup (CHICKEN),Neer Dosa(4pc),PLAIN GASSI,Rawas (Chinese),Roti,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (CHICKEN),Tom Kha (CHICKEN)",
Detail,2023-09-22 20:59:05+00:00,5930,TD,,Cash,2535.0,5.0,126.75,,,14,Dine in,"BUTTER PUDINA PARATHA,Butter Roomali Roti,Paneer Khurchan,Roti,Subzi Kofta Masala,Sweet Corn Soup (VEG)",
Detail,2023-08-04 23:49:53+00:00,2924,TB,,Cash,2970.0,5.0,148.5,,,4,Dine in,"Amritsari Dal,Butter Paratha,PANEER CHILLY DRY,Paneer Lawabdar,ROASTED MASALA PAPAD,Raita,Roti",
Detail,2023-08-16 22:36:47+00:00,3791,SK,,Cash,6185.0,5.0,309.25,,,9,Dine in,"Burnt Garlic Soup (CHICKEN),FORTUNE RICE (CHICKEN),Funci Tongi Soup (CHICKEN),HOT POT RICE (CHICKEN),Manchow Soup (CHICKEN),PAN FRIED NOODLES (CHICKEN),Roti,Sweet Corn Soup (CHICKEN),Tom Kha (CHICKEN),Wonton & Noodle Soup (CHICKEN)",
Detail,2023-09-15 21:41:00+00:00,5575,Multiple,,Cash,1955.0,5.0,97.75,,,3,Dine in,"Jal Jeera,PANEER TIKKA,Paneer Lawabdar,Roti",
Detail,2023-07-22 22:05:07+00:00,2182,Multiple,,Cash,5845.0,5.0,292.25,,,G 1,Garden Table,"Amritsari Dal,BUTTER GARLIC NAAN,Dim Sum (VEG),Juices Fresh,Missi Roti,Paneer Ke Shikanje,Peshawari Kofta,Raita,Roomali Roti,Roti,Subzi Sunheri,Talumein Soup (VEG),Virgin Colada",
Detail,2023-09-20 23:07:25+00:00,5874,SK,,Cash,5915.0,5.0,295.75,,,G 2,Garden Table,"Dal Tadka,Jeera Rice,Kung Pao Patato,Manchow Soup (VEG),Paneer Ke Shikanje,Roti,SEVEN UP,Subzi Ka Mela,Subzi Lahori,Tonic Water",
Detail,2023-10-04 15:31:24+00:00,6607,Multiple,,Cash,245.0,5.0,12.25,,,20,Dine in,DOODHI HALWA,
Detail,2023-09-08 20:53:59+00:00,5140,MK,,Cash,2730.0,5.0,136.5,,,5,Dine in,"Burnt Garlic Soup (VEG),Butter Roti,Diwani Handi,Exotic Stir Fried Vegetable,FRESH LIME WATER,MILLENNIUM KULFI,Roti",
Detail,2023-07-18 21:28:33+00:00,1957,TD,,Cash,2650.0,5.0,132.5,,,4,Dine in,"Diwani Handi,Lemon Coriander (VEG),PUDINA PARATHA,Roomali Roti,Roti,TOMATO SOUP,VEG SHEEK KABAB",
Detail,2023-08-13 00:28:11+00:00,3525,Multiple,,Cash,6810.0,5.0,340.5,,,30,Dine in,"Butter Naan,Butter Roti,CHOCOLATE MOUSSE,Dum Pukht Biryani (CHICKEN),Kung Pao Chicken,Murg Makhanwala,Paneer Khurchan,Roti,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (CHICKEN),THUMPS UP,TOMATO SOUP,WONTON (CHICKEN)",
Detail,2023-08-03 21:08:59+00:00,2833,SM,,Cash,4220.0,5.0,211.0,,,12,Dine in,"BUTTER GARLIC NAAN,Butter Roti,Dim Sum (CHICKEN),HAKKA NOODLES (CHICKEN),Kung Pao Chicken,Manchow Soup (VEG),Paneer Khurchan,TOMATO SOUP",
Detail,2023-08-22 14:52:03+00:00,4134,TD,,Cash,1120.0,5.0,56.0,,,7,Dine in,"Dum Pukht Biryani (VEG),TOMATO SOUP",
Detail,2023-08-20 23:21:48+00:00,4073,SM,,Cash,5885.0,5.0,294.25,,,16,Dine in,"CHOCOLATE MOUSSE,Cheese & Garlic Naan,Chicken Kebabs (Chicken Malai),Dum Pukht Biryani (CHICKEN),Hara Bhara Kabab,Lemon Ice Tea,Murg Makhanwala,Roti,Sweet Corn Soup (CHICKEN),TOMATO SOUP,WONTON (CHICKEN)",
Detail,2023-07-28 21:41:37+00:00,2480,MK,,Cash,2600.0,5.0,130.0,,,6,Dine in,"Butter Kulcha,PEAS PULAO,Papad Masala,Plain Curd,Raita,Subzi Lahori",
Detail,2023-10-01 23:07:55+00:00,6481,MK,,Cash,3420.0,5.0,171.0,,,21,Dine in,"Chilly Crispy Patato,PEPSI,Perrier Sparkling,Stir Fried Chicken Chilly & Basil,Tandoori Chicken (HALF)",
Detail,2023-09-17 23:56:30+00:00,5776,TD,,Cash,3525.0,5.0,176.25,,,14,Dine in,"Exotic Stir Fried Vegetable,FRESH LIME SODA,KULFI RABDI FALOODA,Kung Pao Patato,MALAI KULFI,SAHI GULAB KULFI,SEVEN UP,Tom Yum Soup (VEG)",
Detail,2023-09-17 20:51:54+00:00,5741,SK,,Cash,2195.0,5.0,109.75,,,22,Dine in,"Butter Roti,Diwani Handi,Manchow Soup (VEG),PEPSI,ROASTED MASALA PAPAD,ROASTED PAPAD,Raita,Roti",
Detail,2023-11-07 14:59:16+00:00,8766,TD,,Cash,4040.0,5.0,202.0,,,4,Dine in,"Butter Roti,Crispy Corn,Dal Tadka,Green Salad,Lemon Fizz,Manchow Soup (VEG),Missi Roti,Phalguni Sabzi,Raita,Roti",
Detail,2023-09-30 14:52:12+00:00,6320,MK,,Cash,1915.0,5.0,95.75,,,22,Dine in,"CHOCOLATE MOUSSE,Crispy Spinach Paneer,Mushroom Galauti",
Detail,2023-09-22 23:14:25+00:00,5955,TD,,Cash,1430.0,5.0,71.5,,,21,Dine in,"Butter Paratha,Butter Roomali Roti,Paneer Lawabdar,Raita",
Detail,2023-08-29 23:14:51+00:00,4600,TD,,Cash,4480.0,5.0,224.0,,,15,Dine in,"DAL KHICHDI,Kung Pao Patato,Lemon Coriander (VEG),Lemon Fizz,Manchow Soup (VEG),Paneer Ke Shikanje,TOMATO SOUP,Veg Cheesy Roll",
Detail,2023-07-23 23:44:30+00:00,2291,TD,,Cash,2720.0,5.0,136.0,,,5,Dine in,"Butter Baby Kulcha,Butter Naan,Dal Tadka,Manchow Soup (VEG),Paneer Tikka Masala,Papad Masala,ROASTED PAPAD,Raita,Roomali Roti",
Detail,2023-08-14 22:58:33+00:00,3644,SM,,Cash,11955.0,5.0,597.75,,,20,Dine in,"Butter Naan,CREAM CARAMEL,Ceasar Salad,Chicken Kebabs (Patra Chicken),Crispy Corn,Devil Chicken,FORTUNE RICE (VEG),FRESH LIME SODA,MILLENNIUM KULFI,Manchow Soup (VEG),Murg Makhanwala,Paneer Ke Shikanje,Peach Iced Tea,Red Bull,Seafood Combo Soup,Spice Guava,Spicy Chilly Garlic Chicken,TIRAMISU,WONTON (CHICKEN),WONTON (VEG),Wonton & Noodle Soup (VEG),YANMEIN NOODLES (VEG)",
Detail,2023-08-25 00:28:47+00:00,4286,SK,,Cash,1210.0,5.0,60.5,,,3,Dine in,"PANEER CHILLY DRY,Papad Masala,TOMATO SOUP",
Detail,2023-09-26 21:39:03+00:00,6161,SK,,Cash,4500.0,5.0,225.0,,,2,Dine in,"BUTTER PUDINA PARATHA,Butter Naan,Butter Roti,Cottage Cheese With Three Peppers,Diwani Handi,FRESH LIME SODA,Hara Bhara Kabab,Maratha Chicken,Papad Masala,Raita,SHORBA (Dal)",
Detail,2023-11-03 22:19:41+00:00,8520,Multiple,,Cash,12025.0,5.0,601.25,,,14,Dine in,"Crispy Corn,DAL PALAK KHICHDI,Dim Sum (VEG),Dum Pukht Biryani (VEG),FRESH LIME SODA,FUTCHI RICE (VEG),Lemon Coriander (VEG),MALAI KULFI,Manchow Soup (VEG),PANEER TIKKA,Paneer Ke Shikanje,Perrier Sparkling,Plain Curd,Spice Guava,Virgin Colada",
Detail,2023-08-28 21:39:03+00:00,4544,Multiple,,Cash,6580.0,5.0,329.0,,,PDR 1,Personal Dine In Room,"Chilly Crispy Patato,Crispy Corn,DIET COKE,Dragon Roll (VEG),Lemon Coriander (VEG),Paneer Ke Shikanje,Perrier Sparkling,Sweet Corn Soup (VEG)",
Detail,2023-10-13 22:31:30+00:00,7204,UP,,Cash,2050.0,5.0,102.5,,,12,Dine in,"BUTTER GARLIC NAAN,PAN FRIED NOODLES (VEG),Subzi Lahori,TOMATO SOUP",
